O_Subclavius
41.173,-61.1004,74.3713
33.7791,-55.6192,79.0972
26.4003,-49.2524,84.7164
I_Subclavius
-18.9628,-50.1496,116.847,
-29.7979,-40.5796,127.458,
-42.6799,-27.9017,136.842,
O_SerratusAnter_Sup,,,
7.11473,-25.4564,107.481,
-4.75722,-35.3436,95.4018,
-20.0527,-43.5299,65.8683,
I_SerratusAnter_Sup,,,
8.25269,31.8953,143.063,
5.57788,45.7289,127.897,
3.21613,51.159,113.152,
O_SerratusAnter_Mid,,,
-17.3633,-53.9562,57.4158,
-19.2921,-61.5052,36.9645,
-23.4575,-71.6023,10.6339,
I_SerratusAnter_Mid,,,
3.02161,51.5491,107.424,
1.14816,53.5467,88.547,
1.1871,53.6248,72.1515,
O_SerratusAnter_Inf,,,
-27.5202,-72.6188,8.71307,
-46.0224,-63.196,-50.196,
-29.8012,-14.2153,-112.074,
I_SerratusAnter_Inf,,,
2.53498,53.4562,65.4505,
3.22746,54.1051,32.1917,
1.22095,46.0455,-3.41284,
O_Trapezius1_desc,,,
65.7708,10.3614,174.891,
62.2393,-2.54769,189.818,
50.1239,-14.6636,205.927,
I_Trapezius1_desc,,,
-71.4862,-14.7671,151.693,
-56.5513,-19.5776,149.34,
-31.2114,-35.1224,135.334,
O_Trapezius2_trans1,,,
66.9769,12.3058,170.794,
61.6777,24.7505,156.775,
63.3608,31.1681,134.665,
I_Trapezius2_trans1,,,
-82.3183,-10.9279,144.533,
-74.7731,5.88579,145.223,
-62.1524,19.4738,141.996,
O_Trapezius3_trans2,,,
67.2553,32.248,132.813,
66.3593,38.6868,110.141,
65.7197,40.5623,88.4139,
I_Trapezius3_trans2,,,
-59.0516,23.1731,141.903,
-51.0683,33.0072,138.195,
-38.0913,45.7505,133.075,
O_Trapezius4_ascen,,,
68.1699,46.1047,84.3377,
75.693,36.6174,-38.6546,
82.7894,10.3711,-148.248,
I_Trapezius4_ascen,,,
-5.60274,53.483,121.307,
-23.5207,50.0347,121.515,
-33.1462,49.1314,131.292,
O_LevatorScapula,,,
51.853,1.31638,200.204,
52.0178,-3.53246,214.164,
50.9854,-9.48564,226.945,
I_LevatorScapula,,,
2.38196,48.2173,129.524,
6.17926,43.4184,136.696,
5.72891,35.7942,144.633,
O_RhomboidMinor,,,
63.1405,31.5971,133.582,
62.2852,28.3608,145.859,
61.2229,23.6989,156.756,
I_RhomboidMinor,,,
1.67872,54.076,109.405,
1.64915,52.702,118.986,
5.2469,47.0867,128.577,
O_RhomboidMajor1,,,
62.2852,43.1543,84.3148,
62.2852,40.2353,107.307,
65.3901,35.0595,126.602,
I_RhomboidMajor1,,,
1.51352,55.3088,54.991,
0.630526,56.3441,82.4232,
1.32913,54.9104,104.071,
O_RhomboidMajor2,,,
62.2852,45.0178,77.3576,
62.2852,44.7002,56.7764,
62.2852,42.1491,31.193,
I_RhomboidMajor2,,,
2.41255,56.1105,49.7609,
2.66216,56.03,25.7417,
2.49325,51.8921,-1.87031,
O_PectoralisMinor,,,
-27.2316,-67.9489,14.084,
-29.7807,-81.8396,-21.884,
-32.5833,-90.3809,-49.9422,
I_PectoralisMinor,,,
-41.8205,-37.2758,121.601,
-43.766,-41.4906,119.346,
-45.2942,-45.6962,117.464,
O_PectoralisMajorC,,,
5.53691,-71.5659,96.3807,
25.9738,-73.8488,84.1754,
46.6489,-74.0846,71.3169,
I_PectoralisMajorC,,,
-88.4546,-41.0864,13.1493,
-88.4679,-42.5038,18.695,
-88.2362,-43.739,26.1556,
O_PectoralisMajorT1,,,
50.6804,-73.5314,54.6745,
66.4689,-97.4932,20.8385,
68.8433,-109.622,-6.17647,
I_PectoralisMajorT1,,,
-88.0576,-43.5763,24.3902,
-87.5333,-43.629,32.291,
-88.0135,-44.1796,39.6835,
O_PectoralisMajorT2,,,
68.8722,-111.443,-12.3006,
68.0023,-124.986,-42.6489,
34.9687,-134.484,-83.761,
I_PectoralisMajorT2,,,
-87.8911,-44.3137,36.7488,
-87.2422,-44.9449,45.6781,
-86.3737,-46.0198,55.3074,
O_LatissimusDorsiT,,,
80.4946,22.1353,-119.445,
75.3661,32.3963,-69.0448,
69.7617,43.0483,-8.37027,
I_LatissimusDorsiT,,,
-87.2575,-43.5928,36.7559,
-87.915,-44.0204,30.5379,
-88.4559,-43.8344,25.8456,
O_LatissimusDorsiL,,,
81.3144,19.9538,-132.042,
76.7484,-1.31682,-184.542,
74.8828,-25.2829,-245.011,
I_LatissimusDorsiL,,,
-87.2781,-43.3133,39.7,
-86.7881,-44.378,44.7898,
-86.7108,-45.377,50.8744,
O_LatissimusDorsiI,,,
74.376,-28.5886,-249.775,
71.6283,-25.8211,-280.409,
66.1161,-11.8491,-315.955,
I_LatissimusDorsiI,,,
-86.4171,-45.6955,54.0173,
-86.6599,-44.5822,58.6471,
-86.6915,-44.6787,64.2273,
O_Deltoid_Ant,,,
-81.2099,-32.5249,144.534,
-60.3396,-32.7497,139.13,
-36.6209,-46.4062,127.974,
I_Deltoid_Ant,,,
-97.6745,-42.7484,-40.1479,
-97.4316,-42.7558,-31.0706,
-97.5544,-41.8031,-21.0644,
O_Deltoid_Mid,,,
-86.1159,-36.6617,142.546,
-102.061,-30.7953,136.712,
-104.169,-0.870796,133.897,
I_Deltoid_Mid,,,
-101.231,-40.3669,-39.3615,
-101.563,-40.2577,-31.1173,
-101.172,-39.0617,-21.062,
O_Deltoid_Post,,,
-101.618,1.40366,133.112,
-79.3147,15.6423,137.99,
-47.147,39.7385,128.563,
I_Deltoid_Post,,,
-104.529,-37.2547,-39.271,
-104.394,-37.4848,-30.247,
-103.658,-35.647,-20.6574,
O_Supraspinatus,,,
-6.05771,37.0384,127.702,
-3.07993,25.0142,136.136,
-5.75559,13.9878,145.488,
I_Supraspinatus,,,
-107.568,-44.3173,112.798,
-102.937,-51.0285,114.66,
-96.6379,-55.0339,114.903,
O_Infraspinatus,,,
-10.0897,47.3045,109.304,
-9.06789,52.0096,63.59,
-5.93623,52.7654,15.5461,
I_Infraspinatus,,,
-110.26,-40.1495,112.134,
-110.124,-31.2999,109.407,
-105.764,-25.4884,101.054,
O_Subscapularis,,,
-1.72675,26.6173,130.33,
-4.00714,49.4545,92.4763,
-3.88998,43.5291,-1.33627,
I_Subscapularis,,,
-69.442,-49.5087,106.77,
-67.8108,-45.8738,100.249,
-70.8628,-44.2468,93.2889,
O_TeresMinor,,,
-57.115,10.7403,74.1963,
-46.634,22.2325,55.628,
-35.8198,31.9011,26.0915,
I_TeresMinor,,,
-103.808,-26.6255,97.5774,
-100.926,-29.5764,91.2362,
-100.228,-32.1254,83.7147,
O_TeresMajor,,,
-33.8561,33.6295,27.9485,
-23.112,40.3727,9.75702,
-10.8262,48.3963,-2.92881,
I_TeresMajor,,,
-90.6108,-23.6892,65.1377,
-89.9696,-22.4911,54.8011,
-88.9003,-21.5665,43.4691,
O_Coracobrachialis,,,
-58.3038,-51.0917,113.934,
-53.417,-52.4021,114.229,
-48.7533,-50.1628,114.264,
I_Coracobrachialis,,,
-86.3336,-38.074,3.02071,
-86.9643,-37.3976,-8.87327,
-88.0262,-35.5948,-21.3679,
O_TricepsBrachiiLong,,,
-6.60E+01,-2.53E+00,8.22E+01,
-6.60E+01,-2.53E+00,8.22E+01,
-6.60E+01,-2.53E+00,8.22E+01,
I_TricepsBrachiiLong,,,
-1.17E+02,-1.01E+01,-223.3103638,
-1.17E+02,-1.01E+01,-223.3103638,
-1.17E+02,-1.01E+01,-223.3103638,
O_TricepsBrachiiMedial,,,
-8.95E+01,-2.05E+01,2.38E+01,
-102.0350571,-17.99755096,-145.1513519,
-1.26E+02,-3.27E+01,-1.88E+02,
I_TricepsBrachiiMedial,,,
-107.689,-15.6051,-191.614,
-113.445,-17.229,-189.762,
-117.636,-20.0469,-190.445,
O_TricepsBrachiiLateral,,,
-9.32E+01,-2.54E+01,7.69E+01,
-9.58E+01,-2.45E+01,5.51E+01,
-9.87E+01,-2.42E+01,3.53E+01,
I_TricepsBrachiiLateral,,,
-116.355,-17.69,-189.53,
-121.969,-21.5493,-190.734,
-126.496,-24.3435,-193.696,
O_BicepsShort,,,
-5.59E+01,-5.32E+01,1.12E+02,
-5.59E+01,-5.32E+01,1.12E+02,
-5.59E+01,-5.32E+01,1.12E+02,
I_BicepsShort,,,
